id,hub_station_id,borne_id,heure_debut,heure_fin,kwh_consommes,origine,statut
session_3958,hub_tanger,hub_tanger_borne_4,2025-05-14 19:16:00,2025-05-14 19:58:00,27.9,reservee,terminee
session_3959,hub_tanger,hub_tanger_borne_1,2025-05-14 16:04:00,2025-05-14 17:17:00,8.9,reservee,terminee
session_3960,hub_tanger,hub_tanger_borne_3,2025-05-14 17:52:00,2025-05-14 18:58:00,32.6,reservee,terminee
session_3961,hub_tanger,hub_tanger_borne_1,2025-05-14 17:43:00,2025-05-14 18:13:00,34.2,walk_in,terminee
session_3962,hub_tanger,hub_tanger_borne_2,2025-05-15 20:19:00,2025-05-15 20:56:00,27.1,walk_in,terminee
session_3963,hub_tanger,hub_tanger_borne_4,2025-05-15 22:55:00,2025-05-15 23:22:00,23.9,reservee,terminee
session_3964,hub_tanger,hub_tanger_borne_4,2025-05-15 13:10:00,2025-05-15 14:24:00,17.4,walk_in,terminee
session_3965,hub_tanger,hub_tanger_borne_2,2025-05-15 22:27:00,2025-05-15 23:24:00,39.1,walk_in,terminee
session_3966,hub_tanger,hub_tanger_borne_1,2025-05-15 20:30:00,2025-05-15 21:45:00,25.9,reservee,terminee
session_3967,hub_tanger,hub_tanger_borne_1,2025-05-15 20:00:00,2025-05-15 21:22:00,33.7,walk_in,terminee
session_3968,hub_tanger,hub_tanger_borne_1,2025-05-16 11:25:00,2025-05-16 12:52:00,14.7,reservee,terminee
session_3969,hub_tanger,hub_tanger_borne_4,2025-05-16 20:16:00,2025-05-16 21:26:00,29.8,walk_in,terminee
session_3970,hub_tanger,hub_tanger_borne_3,2025-05-16 14:58:00,2025-05-16 15:21:00,22.4,walk_in,terminee
session_3971,hub_tanger,hub_tanger_borne_4,2025-05-18 14:48:00,2025-05-18 16:04:00,25.7,reservee,terminee
session_3972,hub_tanger,hub_tanger_borne_1,2025-05-18 15:14:00,2025-05-18 16:37:00,32.2,reservee,terminee
session_3973,hub_tanger,hub_tanger_borne_3,2025-05-18 14:54:00,2025-05-18 16:15:00,26.5,reservee,terminee
session_3974,hub_tanger,hub_tanger_borne_3,2025-05-18 16:34:00,2025-05-18 17:12:00,36.5,reservee,terminee
session_3975,hub_tanger,hub_tanger_borne_4,2025-05-18 15:15:00,2025-05-18 15:54:00,21.1,reservee,terminee
session_3976,hub_tanger,hub_tanger_borne_3,2025-05-19 15:23:00,2025-05-19 16:11:00,30.4,reservee,terminee
session_3977,hub_tanger,hub_tanger_borne_2,2025-05-19 19:01:00,2025-05-19 19:51:00,8.1,reservee,terminee
session_3978,hub_tanger,hub_tanger_borne_3,2025-05-20 19:07:00,2025-05-20 20:36:00,36.7,reservee,terminee
session_3979,hub_tanger,hub_tanger_borne_3,2025-05-20 17:45:00,2025-05-20 18:26:00,5.8,reservee,terminee
session_3980,hub_tanger,hub_tanger_borne_2,2025-05-20 14:38:00,2025-05-20 15:48:00,24.6,reservee,terminee
session_3981,hub_tanger,hub_tanger_borne_4,2025-05-20 17:52:00,2025-05-20 18:25:00,18.9,reservee,terminee
session_3982,hub_tanger,hub_tanger_borne_1,2025-05-20 22:13:00,2025-05-20 23:19:00,17.9,walk_in,terminee
session_3983,hub_tanger,hub_tanger_borne_1,2025-05-21 19:37:00,2025-05-21 20:43:00,6.1,reservee,terminee
session_3984,hub_tanger,hub_tanger_borne_2,2025-05-21 19:21:00,2025-05-21 20:42:00,17.4,reservee,terminee
session_3985,hub_tanger,hub_tanger_borne_3,2025-05-21 18:24:00,2025-05-21 19:39:00,34.1,reservee,terminee
session_3986,hub_tanger,hub_tanger_borne_2,2025-05-21 15:57:00,2025-05-21 16:38:00,17.0,reservee,terminee
session_3987,hub_tanger,hub_tanger_borne_4,2025-05-22 14:12:00,2025-05-22 14:48:00,38.4,walk_in,terminee
session_3988,hub_tanger,hub_tanger_borne_4,2025-05-22 21:36:00,2025-05-22 22:35:00,22.8,walk_in,terminee
session_3989,hub_tanger,hub_tanger_borne_4,2025-05-22 20:35:00,2025-05-22 21:26:00,28.6,reservee,terminee
session_3990,hub_tanger,hub_tanger_borne_3,2025-05-23 17:06:00,2025-05-23 17:44:00,31.8,walk_in,terminee
session_3991,hub_tanger,hub_tanger_borne_2,2025-05-23 17:47:00,2025-05-23 18:39:00,29.9,reservee,terminee
session_3992,hub_tanger,hub_tanger_borne_1,2025-05-23 18:41:00,2025-05-23 20:05:00,27.0,walk_in,terminee
session_3993,hub_tanger,hub_tanger_borne_4,2025-05-23 18:44:00,2025-05-23 20:02:00,19.4,reservee,terminee
session_3994,hub_tanger,hub_tanger_borne_1,2025-05-23 19:03:00,2025-05-23 20:14:00,33.0,reservee,terminee
session_3995,hub_tanger,hub_tanger_borne_1,2025-05-23 19:49:00,2025-05-23 20:49:00,39.2,walk_in,terminee
session_3996,hub_tanger,hub_tanger_borne_1,2025-05-24 11:49:00,2025-05-24 12:17:00,25.4,reservee,terminee
session_3997,hub_tanger,hub_tanger_borne_1,2025-05-24 13:55:00,2025-05-24 15:23:00,21.4,walk_in,terminee
session_3998,hub_tanger,hub_tanger_borne_4,2025-05-24 11:04:00,2025-05-24 12:12:00,24.6,walk_in,terminee
session_3999,hub_tanger,hub_tanger_borne_1,2025-05-24 15:42:00,2025-05-24 16:12:00,12.5,reservee,terminee
session_4000,hub_tanger,hub_tanger_borne_2,2025-05-24 13:49:00,2025-05-24 14:37:00,26.1,reservee,terminee
session_4001,hub_tanger,hub_tanger_borne_4,2025-05-24 17:55:00,2025-05-24 18:33:00,32.6,reservee,terminee
session_4002,hub_tanger,hub_tanger_borne_2,2025-05-24 12:45:00,2025-05-24 13:46:00,35.4,walk_in,terminee
session_4003,hub_tanger,hub_tanger_borne_1,2025-05-25 14:27:00,2025-05-25 15:45:00,31.8,walk_in,terminee
session_4004,hub_tanger,hub_tanger_borne_3,2025-05-25 06:39:00,2025-05-25 07:56:00,27.4,reservee,terminee
session_4005,hub_tanger,hub_tanger_borne_2,2025-05-25 18:01:00,2025-05-25 18:39:00,10.5,reservee,terminee
session_4006,hub_tanger,hub_tanger_borne_4,2025-05-25 15:04:00,2025-05-25 16:18:00,35.4,reservee,terminee
session_4007,hub_tanger,hub_tanger_borne_4,2025-05-25 14:25:00,2025-05-25 15:31:00,34.1,reservee,terminee
session_4008,hub_tanger,hub_tanger_borne_4,2025-05-25 12:43:00,2025-05-25 13:09:00,37.1,reservee,terminee
session_4009,hub_tanger,hub_tanger_borne_3,2025-05-25 16:23:00,2025-05-25 17:03:00,10.7,reservee,terminee
session_4010,hub_tanger,hub_tanger_borne_2,2025-05-26 20:39:00,2025-05-26 21:51:00,16.4,walk_in,terminee
session_4011,hub_tanger,hub_tanger_borne_1,2025-05-26 16:50:00,2025-05-26 17:56:00,19.5,walk_in,terminee
session_4012,hub_tanger,hub_tanger_borne_4,2025-05-26 14:52:00,2025-05-26 16:16:00,31.1,reservee,terminee
session_4013,hub_tanger,hub_tanger_borne_3,2025-05-26 16:36:00,2025-05-26 17:50:00,22.3,reservee,terminee
session_4014,hub_tanger,hub_tanger_borne_4,2025-05-27 15:18:00,2025-05-27 16:04:00,21.3,walk_in,terminee
session_4015,hub_tanger,hub_tanger_borne_3,2025-05-27 17:41:00,2025-05-27 19:09:00,16.1,reservee,terminee
session_4016,hub_tanger,hub_tanger_borne_4,2025-05-27 16:48:00,2025-05-27 17:32:00,8.9,reservee,terminee
session_4017,hub_tanger,hub_tanger_borne_2,2025-05-28 16:44:00,2025-05-28 17:30:00,37.7,walk_in,terminee
session_4018,hub_tanger,hub_tanger_borne_2,2025-05-28 16:48:00,2025-05-28 17:42:00,9.2,reservee,terminee
session_4019,hub_tanger,hub_tanger_borne_3,2025-05-29 19:21:00,2025-05-29 20:05:00,7.2,reservee,terminee
session_4020,hub_tanger,hub_tanger_borne_3,2025-05-29 16:02:00,2025-05-29 16:23:00,25.7,walk_in,terminee
session_4021,hub_tanger,hub_tanger_borne_4,2025-05-29 12:57:00,2025-05-29 13:33:00,21.8,walk_in,terminee
session_4022,hub_tanger,hub_tanger_borne_3,2025-05-29 13:55:00,2025-05-29 14:38:00,10.5,reservee,terminee
session_4023,hub_tanger,hub_tanger_borne_2,2025-05-29 20:50:00,2025-05-29 21:26:00,21.0,reservee,terminee
session_4024,hub_tanger,hub_tanger_borne_1,2025-05-29 19:24:00,2025-05-29 20:44:00,31.6,reservee,terminee
session_4025,hub_tanger,hub_tanger_borne_3,2025-05-29 19:43:00,2025-05-29 20:24:00,13.9,walk_in,terminee
session_4026,hub_tanger,hub_tanger_borne_3,2025-05-29 22:18:00,2025-05-29 23:28:00,30.0,reservee,terminee
session_4027,hub_tanger,hub_tanger_borne_2,2025-05-30 22:15:00,2025-05-30 23:33:00,10.5,walk_in,terminee
session_4028,hub_tanger,hub_tanger_borne_3,2025-05-30 16:57:00,2025-05-30 17:20:00,10.2,reservee,terminee
session_4029,hub_tanger,hub_tanger_borne_1,2025-05-30 18:47:00,2025-05-30 19:10:00,32.3,reservee,terminee
session_4030,hub_tanger,hub_tanger_borne_4,2025-05-31 08:10:00,2025-05-31 09:28:00,20.1,reservee,terminee
session_4031,hub_tanger,hub_tanger_borne_2,2025-05-31 12:03:00,2025-05-31 13:10:00,14.0,reservee,terminee
session_4032,hub_tanger,hub_tanger_borne_2,2025-05-31 09:37:00,2025-05-31 10:31:00,30.7,reservee,terminee
session_4033,hub_tanger,hub_tanger_borne_1,2025-05-31 14:10:00,2025-05-31 14:31:00,17.7,reservee,terminee
session_4034,hub_tanger,hub_tanger_borne_1,2025-05-31 15:23:00,2025-05-31 15:43:00,27.5,walk_in,terminee
session_4035,hub_tanger,hub_tanger_borne_4,2025-05-31 14:09:00,2025-05-31 15:29:00,29.8,reservee,terminee
session_4036,hub_tanger,hub_tanger_borne_2,2025-05-31 11:11:00,2025-05-31 12:21:00,29.6,reservee,terminee
session_4037,hub_tanger,hub_tanger_borne_2,2025-05-31 14:53:00,2025-05-31 15:46:00,24.3,walk_in,terminee
session_4038,hub_tanger,hub_tanger_borne_1,2025-05-31 14:45:00,2025-05-31 15:27:00,15.8,walk_in,terminee
session_4039,hub_tanger,hub_tanger_borne_1,2025-05-31 12:09:00,2025-05-31 12:57:00,32.9,reservee,terminee
session_4040,hub_tanger,hub_tanger_borne_2,2025-06-01 12:36:00,2025-06-01 13:38:00,14.8,reservee,terminee
session_4041,hub_tanger,hub_tanger_borne_3,2025-06-01 12:12:00,2025-06-01 12:44:00,13.6,reservee,terminee
session_4042,hub_tanger,hub_tanger_borne_2,2025-06-01 18:30:00,2025-06-01 19:14:00,30.2,reservee,terminee
session_4043,hub_tanger,hub_tanger_borne_1,2025-06-01 13:32:00,2025-06-01 14:13:00,25.0,reservee,terminee
session_4044,hub_tanger,hub_tanger_borne_2,2025-06-01 16:17:00,2025-06-01 17:25:00,13.0,reservee,terminee
session_4045,hub_tanger,hub_tanger_borne_3,2025-06-01 17:40:00,2025-06-01 18:37:00,33.5,reservee,terminee
session_4046,hub_tanger,hub_tanger_borne_4,2025-06-01 09:43:00,2025-06-01 10:33:00,18.2,walk_in,terminee
session_4047,hub_tanger,hub_tanger_borne_2,2025-06-01 11:44:00,2025-06-01 12:27:00,22.8,reservee,terminee
session_4048,hub_tanger,hub_tanger_borne_3,2025-06-01 14:13:00,2025-06-01 14:34:00,37.4,reservee,terminee
session_4049,hub_tanger,hub_tanger_borne_2,2025-06-02 13:13:00,2025-06-02 13:45:00,12.6,reservee,terminee
session_4050,hub_tanger,hub_tanger_borne_3,2025-06-02 15:41:00,2025-06-02 16:31:00,11.9,reservee,terminee
session_4051,hub_tanger,hub_tanger_borne_2,2025-06-02 17:22:00,2025-06-02 18:17:00,33.4,reservee,terminee
session_4052,hub_tanger,hub_tanger_borne_2,2025-06-03 19:04:00,2025-06-03 19:56:00,31.5,reservee,terminee
session_4053,hub_tanger,hub_tanger_borne_3,2025-06-03 16:34:00,2025-06-03 17:26:00,7.8,walk_in,terminee
session_4054,hub_tanger,hub_tanger_borne_3,2025-06-03 17:12:00,2025-06-03 17:36:00,25.0,reservee,terminee
session_4055,hub_tanger,hub_tanger_borne_2,2025-06-03 16:55:00,2025-06-03 18:23:00,12.9,reservee,terminee
session_4056,hub_tanger,hub_tanger_borne_4,2025-06-04 22:37:00,2025-06-04 23:37:00,19.8,reservee,terminee
session_4057,hub_tanger,hub_tanger_borne_3,2025-06-04 17:55:00,2025-06-04 19:13:00,18.8,reservee,terminee
session_4058,hub_tanger,hub_tanger_borne_3,2025-06-04 17:03:00,2025-06-04 18:12:00,30.6,reservee,terminee
session_4059,hub_tanger,hub_tanger_borne_3,2025-06-04 18:58:00,2025-06-04 20:14:00,37.5,reservee,terminee
session_4060,hub_tanger,hub_tanger_borne_4,2025-06-04 16:36:00,2025-06-04 17:06:00,10.3,reservee,terminee
session_4061,hub_tanger,hub_tanger_borne_1,2025-06-04 14:29:00,2025-06-04 15:44:00,31.9,reservee,terminee
session_4062,hub_tanger,hub_tanger_borne_1,2025-06-04 22:18:00,2025-06-04 23:43:00,35.4,reservee,terminee
session_4063,hub_tanger,hub_tanger_borne_2,2025-06-04 15:49:00,2025-06-04 17:09:00,24.5,walk_in,terminee
session_4064,hub_tanger,hub_tanger_borne_3,2025-06-05 11:06:00,2025-06-05 11:56:00,25.5,walk_in,terminee
session_4065,hub_tanger,hub_tanger_borne_3,2025-06-05 16:13:00,2025-06-05 17:33:00,28.2,walk_in,terminee
session_4066,hub_tanger,hub_tanger_borne_4,2025-06-06 17:17:00,2025-06-06 17:40:00,39.8,reservee,terminee
session_4067,hub_tanger,hub_tanger_borne_3,2025-06-06 17:50:00,2025-06-06 18:40:00,25.2,walk_in,terminee
session_4068,hub_tanger,hub_tanger_borne_2,2025-06-06 15:40:00,2025-06-06 16:49:00,11.8,reservee,terminee
session_4069,hub_tanger,hub_tanger_borne_4,2025-06-06 09:02:00,2025-06-06 09:43:00,36.8,reservee,terminee
session_4070,hub_tanger,hub_tanger_borne_1,2025-06-07 08:27:00,2025-06-07 09:13:00,33.0,reservee,terminee
session_4071,hub_tanger,hub_tanger_borne_1,2025-06-07 15:07:00,2025-06-07 15:45:00,32.4,walk_in,terminee
session_4072,hub_tanger,hub_tanger_borne_2,2025-06-07 17:27:00,2025-06-07 18:49:00,18.8,walk_in,terminee
session_4073,hub_tanger,hub_tanger_borne_2,2025-06-07 17:25:00,2025-06-07 18:22:00,8.7,reservee,terminee
session_4074,hub_tanger,hub_tanger_borne_3,2025-06-07 12:58:00,2025-06-07 13:24:00,36.3,reservee,terminee
session_4075,hub_tanger,hub_tanger_borne_3,2025-06-07 15:06:00,2025-06-07 16:14:00,31.4,walk_in,terminee
session_4076,hub_tanger,hub_tanger_borne_2,2025-06-07 12:46:00,2025-06-07 14:06:00,18.7,walk_in,terminee
session_4077,hub_tanger,hub_tanger_borne_4,2025-06-08 16:29:00,2025-06-08 16:52:00,7.4,reservee,terminee
session_4078,hub_tanger,hub_tanger_borne_3,2025-06-08 13:01:00,2025-06-08 14:12:00,10.1,reservee,terminee
session_4079,hub_tanger,hub_tanger_borne_3,2025-06-08 22:07:00,2025-06-08 22:57:00,8.9,reservee,terminee
session_4080,hub_tanger,hub_tanger_borne_4,2025-06-08 14:01:00,2025-06-08 14:30:00,15.3,walk_in,terminee
session_4081,hub_tanger,hub_tanger_borne_2,2025-06-08 19:36:00,2025-06-08 20:06:00,37.5,walk_in,terminee
session_4082,hub_tanger,hub_tanger_borne_1,2025-06-09 17:39:00,2025-06-09 18:29:00,22.0,reservee,terminee
session_4083,hub_tanger,hub_tanger_borne_3,2025-06-09 22:47:00,2025-06-09 23:48:00,37.2,walk_in,terminee
session_4084,hub_tanger,hub_tanger_borne_4,2025-06-09 17:10:00,2025-06-09 18:33:00,28.1,walk_in,terminee
session_4085,hub_tanger,hub_tanger_borne_1,2025-06-09 19:26:00,2025-06-09 19:55:00,18.9,reservee,terminee
session_4086,hub_tanger,hub_tanger_borne_4,2025-06-10 15:57:00,2025-06-10 17:08:00,23.4,walk_in,terminee
session_4087,hub_tanger,hub_tanger_borne_2,2025-06-10 16:56:00,2025-06-10 18:04:00,5.5,walk_in,terminee
session_4088,hub_tanger,hub_tanger_borne_1,2025-06-10 17:17:00,2025-06-10 17:51:00,27.0,reservee,terminee
session_4089,hub_tanger,hub_tanger_borne_3,2025-06-11 19:35:00,2025-06-11 19:58:00,39.9,reservee,terminee
session_4090,hub_tanger,hub_tanger_borne_1,2025-06-11 15:35:00,2025-06-11 15:55:00,15.5,reservee,terminee
session_4091,hub_tanger,hub_tanger_borne_1,2025-06-12 16:19:00,2025-06-12 16:58:00,15.4,walk_in,terminee
session_4092,hub_tanger,hub_tanger_borne_3,2025-06-12 20:37:00,2025-06-12 21:41:00,5.5,reservee,terminee
session_4093,hub_tanger,hub_tanger_borne_4,2025-06-12 11:48:00,2025-06-12 12:27:00,16.1,reservee,terminee
session_4094,hub_tanger,hub_tanger_borne_3,2025-06-12 15:22:00,2025-06-12 16:01:00,26.3,walk_in,terminee
session_4095,hub_tanger,hub_tanger_borne_3,2025-06-13 20:33:00,2025-06-13 21:08:00,30.6,walk_in,terminee
session_4096,hub_tanger,hub_tanger_borne_1,2025-06-13 11:55:00,2025-06-13 12:33:00,20.5,walk_in,terminee
session_4097,hub_tanger,hub_tanger_borne_4,2025-06-13 16:56:00,2025-06-13 17:30:00,30.3,reservee,terminee
session_4098,hub_tanger,hub_tanger_borne_2,2025-06-13 21:01:00,2025-06-13 21:37:00,14.1,reservee,terminee
session_4099,hub_tanger,hub_tanger_borne_4,2025-06-13 18:20:00,2025-06-13 18:55:00,9.7,reservee,terminee
session_4100,hub_tanger,hub_tanger_borne_4,2025-06-13 20:42:00,2025-06-13 21:05:00,6.4,reservee,terminee
session_4101,hub_tanger,hub_tanger_borne_1,2025-06-14 16:34:00,2025-06-14 17:14:00,16.0,reservee,terminee
session_4102,hub_tanger,hub_tanger_borne_3,2025-06-14 07:18:00,2025-06-14 08:43:00,12.2,reservee,terminee
session_4103,hub_tanger,hub_tanger_borne_3,2025-06-14 13:57:00,2025-06-14 14:50:00,33.0,reservee,terminee
session_4104,hub_tanger,hub_tanger_borne_4,2025-06-14 10:40:00,2025-06-14 11:43:00,23.1,walk_in,terminee
session_4105,hub_tanger,hub_tanger_borne_3,2025-06-14 10:19:00,2025-06-14 11:40:00,28.1,reservee,terminee
session_4106,hub_tanger,hub_tanger_borne_3,2025-06-14 17:24:00,2025-06-14 17:57:00,34.9,walk_in,terminee
session_4107,hub_tanger,hub_tanger_borne_3,2025-06-15 09:28:00,2025-06-15 10:37:00,10.8,reservee,terminee
session_4108,hub_tanger,hub_tanger_borne_4,2025-06-15 12:19:00,2025-06-15 12:51:00,5.8,reservee,terminee
session_4109,hub_tanger,hub_tanger_borne_2,2025-06-15 10:26:00,2025-06-15 11:06:00,32.1,walk_in,terminee
session_4110,hub_tanger,hub_tanger_borne_2,2025-06-15 12:27:00,2025-06-15 13:05:00,36.5,reservee,terminee
session_4111,hub_tanger,hub_tanger_borne_4,2025-06-15 17:36:00,2025-06-15 19:00:00,11.3,reservee,terminee
session_4112,hub_tanger,hub_tanger_borne_4,2025-06-15 17:51:00,2025-06-15 18:30:00,26.6,reservee,terminee
session_4113,hub_tanger,hub_tanger_borne_1,2025-06-15 15:30:00,2025-06-15 16:40:00,23.1,reservee,terminee
session_4114,hub_tanger,hub_tanger_borne_4,2025-06-15 14:21:00,2025-06-15 15:40:00,35.2,reservee,terminee
session_4115,hub_tanger,hub_tanger_borne_1,2025-06-15 12:55:00,2025-06-15 14:06:00,6.1,walk_in,terminee
session_4116,hub_tanger,hub_tanger_borne_4,2025-06-15 17:01:00,2025-06-15 17:29:00,33.1,reservee,terminee
session_4117,hub_tanger,hub_tanger_borne_4,2025-06-16 14:50:00,2025-06-16 15:35:00,15.8,walk_in,terminee
session_4118,hub_tanger,hub_tanger_borne_4,2025-06-16 21:25:00,2025-06-16 22:48:00,31.2,reservee,terminee
session_4119,hub_tanger,hub_tanger_borne_2,2025-06-16 22:49:00,2025-06-16 23:33:00,15.8,reservee,terminee
session_4120,hub_tanger,hub_tanger_borne_1,2025-06-17 13:11:00,2025-06-17 13:55:00,38.5,reservee,terminee
session_4121,hub_tanger,hub_tanger_borne_3,2025-06-17 21:06:00,2025-06-17 21:49:00,36.3,walk_in,terminee
session_4122,hub_tanger,hub_tanger_borne_3,2025-06-17 20:15:00,2025-06-17 21:15:00,6.8,reservee,terminee
session_4123,hub_tanger,hub_tanger_borne_3,2025-06-17 17:00:00,2025-06-17 17:36:00,10.3,reservee,terminee
session_4124,hub_tanger,hub_tanger_borne_4,2025-06-18 13:05:00,2025-06-18 14:10:00,14.3,walk_in,terminee
session_4125,hub_tanger,hub_tanger_borne_2,2025-06-18 18:10:00,2025-06-18 18:58:00,23.0,walk_in,terminee
session_4126,hub_tanger,hub_tanger_borne_2,2025-06-18 18:32:00,2025-06-18 19:07:00,35.8,walk_in,terminee
session_4127,hub_tanger,hub_tanger_borne_2,2025-06-18 18:34:00,2025-06-18 19:42:00,13.8,walk_in,terminee
session_4128,hub_tanger,hub_tanger_borne_2,2025-06-19 16:15:00,2025-06-19 17:12:00,21.4,reservee,terminee
session_4129,hub_tanger,hub_tanger_borne_3,2025-06-19 16:30:00,2025-06-19 16:50:00,18.6,reservee,terminee
session_4130,hub_tanger,hub_tanger_borne_3,2025-06-19 19:50:00,2025-06-19 21:18:00,38.3,reservee,terminee
session_4131,hub_tanger,hub_tanger_borne_1,2025-06-19 18:17:00,2025-06-19 18:41:00,34.6,walk_in,terminee
session_4132,hub_tanger,hub_tanger_borne_3,2025-06-19 17:42:00,2025-06-19 18:32:00,10.2,walk_in,terminee
session_4133,hub_tanger,hub_tanger_borne_4,2025-06-19 21:20:00,2025-06-19 21:49:00,33.0,walk_in,terminee
session_4134,hub_tanger,hub_tanger_borne_3,2025-06-20 19:39:00,2025-06-20 20:33:00,23.8,reservee,terminee
session_4135,hub_tanger,hub_tanger_borne_1,2025-06-20 15:10:00,2025-06-20 16:22:00,13.2,walk_in,terminee
session_4136,hub_tanger,hub_tanger_borne_3,2025-06-20 22:16:00,2025-06-20 23:02:00,35.8,walk_in,terminee
session_4137,hub_tanger,hub_tanger_borne_3,2025-06-20 17:02:00,2025-06-20 18:04:00,19.6,reservee,terminee
session_4138,hub_tanger,hub_tanger_borne_2,2025-06-20 18:17:00,2025-06-20 19:39:00,19.7,reservee,terminee
session_4139,hub_tanger,hub_tanger_borne_3,2025-06-20 19:21:00,2025-06-20 19:46:00,10.4,walk_in,terminee
session_4140,hub_tanger,hub_tanger_borne_3,2025-06-20 17:04:00,2025-06-20 17:35:00,18.9,reservee,terminee
session_4141,hub_tanger,hub_tanger_borne_3,2025-06-20 18:29:00,2025-06-20 19:40:00,27.2,walk_in,terminee
session_4142,hub_tanger,hub_tanger_borne_3,2025-06-20 15:35:00,2025-06-20 16:06:00,30.0,reservee,terminee
session_4143,hub_tanger,hub_tanger_borne_4,2025-06-21 15:24:00,2025-06-21 16:20:00,34.5,walk_in,terminee
session_4144,hub_tanger,hub_tanger_borne_3,2025-06-21 14:50:00,2025-06-21 15:14:00,25.7,reservee,terminee
session_4145,hub_tanger,hub_tanger_borne_1,2025-06-21 16:44:00,2025-06-21 17:59:00,35.9,reservee,terminee
session_4146,hub_tanger,hub_tanger_borne_1,2025-06-21 13:14:00,2025-06-21 14:00:00,23.4,walk_in,terminee
session_4147,hub_tanger,hub_tanger_borne_1,2025-06-21 16:11:00,2025-06-21 16:43:00,31.4,reservee,terminee
session_4148,hub_tanger,hub_tanger_borne_1,2025-06-21 11:14:00,2025-06-21 11:59:00,33.8,reservee,terminee
session_4149,hub_tanger,hub_tanger_borne_3,2025-06-22 13:41:00,2025-06-22 14:33:00,24.6,reservee,terminee
session_4150,hub_tanger,hub_tanger_borne_2,2025-06-22 12:48:00,2025-06-22 14:00:00,14.9,walk_in,terminee
session_4151,hub_tanger,hub_tanger_borne_1,2025-06-23 15:13:00,2025-06-23 16:36:00,16.5,reservee,terminee
session_4152,hub_tanger,hub_tanger_borne_1,2025-06-23 14:12:00,2025-06-23 14:41:00,17.1,reservee,terminee
session_4153,hub_tanger,hub_tanger_borne_1,2025-06-24 20:38:00,2025-06-24 21:38:00,29.2,reservee,terminee
session_4154,hub_tanger,hub_tanger_borne_4,2025-06-24 20:27:00,2025-06-24 21:32:00,36.8,reservee,terminee
session_4155,hub_tanger,hub_tanger_borne_1,2025-06-24 12:38:00,2025-06-24 13:46:00,33.6,walk_in,terminee
session_4156,hub_tanger,hub_tanger_borne_3,2025-06-25 16:17:00,2025-06-25 16:54:00,14.0,walk_in,terminee
session_4157,hub_tanger,hub_tanger_borne_2,2025-06-25 17:40:00,2025-06-25 18:27:00,38.9,walk_in,terminee
session_4158,hub_tanger,hub_tanger_borne_3,2025-06-25 17:40:00,2025-06-25 18:28:00,10.4,walk_in,terminee
session_4159,hub_tanger,hub_tanger_borne_1,2025-06-25 15:20:00,2025-06-25 16:45:00,34.9,reservee,terminee
session_4160,hub_tanger,hub_tanger_borne_1,2025-06-27 18:12:00,2025-06-27 19:15:00,22.0,reservee,terminee
session_4161,hub_tanger,hub_tanger_borne_3,2025-06-27 18:51:00,2025-06-27 19:41:00,10.2,reservee,terminee
session_4162,hub_tanger,hub_tanger_borne_4,2025-06-27 22:09:00,2025-06-27 23:08:00,16.9,walk_in,terminee
session_4163,hub_tanger,hub_tanger_borne_4,2025-06-28 13:55:00,2025-06-28 14:41:00,6.3,reservee,terminee
session_4164,hub_tanger,hub_tanger_borne_3,2025-06-28 15:06:00,2025-06-28 15:41:00,24.7,walk_in,terminee
session_4165,hub_tanger,hub_tanger_borne_1,2025-06-28 12:26:00,2025-06-28 13:25:00,6.7,reservee,terminee
session_4166,hub_tanger,hub_tanger_borne_4,2025-06-28 13:19:00,2025-06-28 14:39:00,27.1,walk_in,terminee
session_4167,hub_tanger,hub_tanger_borne_1,2025-06-28 10:36:00,2025-06-28 11:28:00,10.0,reservee,terminee
session_4168,hub_tanger,hub_tanger_borne_2,2025-06-28 13:05:00,2025-06-28 14:23:00,38.8,reservee,terminee
session_4169,hub_tanger,hub_tanger_borne_4,2025-06-28 13:47:00,2025-06-28 14:45:00,37.7,reservee,terminee
session_4170,hub_tanger,hub_tanger_borne_2,2025-06-28 18:28:00,2025-06-28 19:05:00,32.5,walk_in,terminee
session_4171,hub_tanger,hub_tanger_borne_1,2025-06-29 13:54:00,2025-06-29 14:27:00,11.6,reservee,terminee
session_4172,hub_tanger,hub_tanger_borne_2,2025-06-29 15:33:00,2025-06-29 16:24:00,11.7,reservee,terminee
session_4173,hub_tanger,hub_tanger_borne_3,2025-06-29 14:31:00,2025-06-29 15:09:00,8.9,reservee,terminee
session_4174,hub_tanger,hub_tanger_borne_3,2025-06-29 08:38:00,2025-06-29 09:55:00,22.5,reservee,terminee
session_4175,hub_tanger,hub_tanger_borne_2,2025-06-29 22:04:00,2025-06-29 23:21:00,31.7,reservee,terminee
session_4176,hub_tanger,hub_tanger_borne_2,2025-06-29 14:33:00,2025-06-29 15:03:00,31.6,reservee,terminee
session_4177,hub_tanger,hub_tanger_borne_2,2025-06-29 13:48:00,2025-06-29 14:27:00,13.9,reservee,terminee
session_4178,hub_tanger,hub_tanger_borne_4,2025-06-29 13:18:00,2025-06-29 14:24:00,6.2,reservee,terminee
session_4179,hub_tanger,hub_tanger_borne_1,2025-06-30 15:56:00,2025-06-30 16:19:00,19.5,walk_in,terminee
session_4180,hub_tanger,hub_tanger_borne_1,2025-06-30 21:25:00,2025-06-30 21:55:00,8.3,reservee,terminee
